Firmware Name,Binary Name,Component Name,Component Version,CVE ID,Description,CVSS v3 Score,CVSS v3 Severity,CVSS v2 Score,CVSS v2 Severity
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2014-5271,"Heap-based buffer overflow in the encode_slice function in libavcodec/proresenc_kostya.c in FFMpeg before 1.1.14, 1.2.x before 1.2.8, 2.x before 2.2.7, and 2.3.x before 2.3.3 and Libav before 10.5 allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via unspecified vectors.",,,7.5,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2015-3395,"The msrle_decode_pal4 function in msrledec.c in Libav before 10.7 and 11.x before 11.4 and FFmpeg before 2.0.7, 2.2.x before 2.2.15, 2.4.x before 2.4.8, 2.5.x before 2.5.6, and 2.6.x before 2.6.2 allows remote attackers to have unspecified impact via a crafted image, related to a pixel pointer, which triggers an out-of-bounds array access.",,,6.8,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2015-5479,The ff_h263_decode_mba function in libavcodec/ituh263dec.c in Libav before 11.5 allows remote attackers to cause a denial of service (divide-by-zero error and application crash) via a file with crafted dimensions.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2016-3062,The mov_read_dref function in libavformat/mov.c in Libav before 11.7 and FFmpeg before 0.11 allows remote attackers to cause a denial of service (memory corruption) or execute arbitrary code via the entries value in a dref box in an MP4 file.,8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2016-2839,"Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 on Linux make cairo _cairo_surface_get_extents calls that do not properly interact with libav header allocation in FFmpeg 0.10, which allows remote attackers to cause a denial of service (application crash) via a crafted video.",6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2016-7424,The put_no_rnd_pixels8_xy2_mmx function in x86/rnd_template.c in libav 11.7 and earlier allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted MP3 file.,5.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2016-6832,Heap-based buffer overflow in the ff_audio_resample function in resample.c in libav before 11.4 allows remote attackers to cause a denial of service (crash) via vectors related to buffer resizing.,5.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2016-7393,Stack-based buffer overflow in the aac_sync function in aac_parser.c in Libav before 11.5 allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted file.,5.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2016-8675,"The get_vlc2 function in get_bits.h in Libav before 11.9 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted mp3 file, possibly related to startcode sequences during m4v detection.",5.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2016-8676,The get_vlc2 function in get_bits.h in Libav 11.9 allows remote attackers to cause a denial of service (NULL pointer dereference and crash) via a crafted mp3 file.  NOTE: this issue exists due to an incomplete fix for CVE-2016-8675.,5.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2017-9051,libav before 12.1 is vulnerable to an invalid read of size 1 due to NULL pointer dereferencing in the nsv_read_chunk function in libavformat/nsvdec.c.,9.8,CRITICAL,7.5,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2017-16803,"In Libav through 11.11 and 12.x through 12.1, the smacker_decode_tree function in libavcodec/smacker.c does not properly restrict tree recursion, which allows remote attackers to cause a denial of service (bitstream.c:build_table() out-of-bounds read and application crash) via a crafted Smacker stream.",7.5,HIGH,5.0,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2018-5684,"In Libav through 12.2, there is an invalid memcpy call in the ff_mov_read_stsd_entries function of libavformat/mov.c. Remote attackers could leverage this vulnerability to cause a denial of service (segmentation fault) and program failure with a crafted avi file.",8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2018-5766,"In Libav through 12.2, there is an invalid memcpy in the av_packet_ref function of libavcodec/avpacket.c. Remote attackers could leverage this vulnerability to cause a denial of service (segmentation fault) via a crafted avi file.",8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2018-14448,Codec::parse in track.cpp in Untrunc through 2018-06-07 has a NULL pointer dereference via a crafted MP4 file because of improper interaction with libav.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2019-9717,"In Libav 12.3, a denial of service in the subtitle decoder allows attackers to hog the CPU via a crafted video file in Matroska format, because srt_to_ass in libavcodec/srtdec.c has a complex format argument to sscanf.",6.5,MEDIUM,7.1,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2019-9719,"A stack-based buffer overflow in the subtitle decoder in Libav 12.3 allows attackers to corrupt the stack via a crafted video file in Matroska format, because srt_to_ass in libavcodec/srtdec.c misuses snprintf. NOTE: Third parties dispute that this is a vulnerability because “no evidence of a vulnerability is provided” and only “a generic warning from a static code analysis” is provided",8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2019-9720,"A stack-based buffer overflow in the subtitle decoder in Libav 12.3 allows attackers to corrupt the stack via a crafted video file in Matroska format, because srt_to_ass in libavcodec/srtdec.c misuses snprintf.",6.5,MEDIUM,7.1,
dlink_DIR-826LA1,minidlna,libav,v0.7,CVE-2014-4609,"Integer overflow in the get_len function in libavutil/lzo.c in Libav before 0.8.13, 9.x before 9.14, and 10.x before 10.2 allows remote attackers to execute arbitrary code via a crafted Literal Run.",8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,libexif,libexif-0_6_21-release,CVE-2017-7544,libexif through 0.6.21 is vulnerable to out-of-bounds heap read vulnerability in exif_data_save_data_entry function in libexif/exif-data.c caused by improper length computation of the allocated data of an ExifMnote entry which can cause denial-of-service or possibly information disclosure.,9.1,CRITICAL,6.4,
dlink_DIR-826LA1,minidlna,libexif,libexif-0_6_21-release,CVE-2016-6328,"A vulnerability was found in libexif. An integer overflow when parsing the MNOTE entry data of the input file. This can cause Denial-of-Service (DoS) and Information Disclosure (disclosing some critical heap chunk metadata, even other applications' private data).",8.1,HIGH,5.8,
dlink_DIR-826LA1,minidlna,libexif,libexif-0_6_21-release,CVE-2018-20030,An error when processing the EXIF_IFD_INTEROPERABILITY and EXIF_IFD_EXIF tags within libexif version 0.6.21 can be exploited to exhaust available CPU resources.,7.5,HIGH,7.8,
dlink_DIR-826LA1,minidlna,libexif,libexif-0_6_21-release,CVE-2020-12767,exif_entry_get_value in exif-entry.c in libexif 0.6.21 has a divide-by-zero error.,5.5,MEDIUM,2.1,
dlink_DIR-826LA1,minidlna,libexif,libexif-0_6_21-release,CVE-2020-13112,An issue was discovered in libexif before 0.6.22. Several buffer over-reads in EXIF MakerNote handling could lead to information disclosure and crashes. This is different from CVE-2020-0093.,9.1,CRITICAL,6.4,
dlink_DIR-826LA1,minidlna,libexif,libexif-0_6_21-release,CVE-2020-13114,An issue was discovered in libexif before 0.6.22. An unrestricted size in handling Canon EXIF MakerNote data could lead to consumption of large amounts of compute time for decoding EXIF data.,7.5,HIGH,5.0,
dlink_DIR-826LA1,minidlna,libexif,libexif-0_6_21-release,CVE-2020-13113,An issue was discovered in libexif before 0.6.22. Use of uninitialized memory in EXIF Makernote handling could lead to crashes and potential use-after-free conditions.,8.2,HIGH,6.4,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2020-14152,"In IJG JPEG (aka libjpeg) before 9d, jpeg_mem_available() in jmemnobs.c in djpeg does not honor the max_memory_to_use setting, possibly causing excessive memory consumption.",7.1,HIGH,5.8,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2020-14153,"In IJG JPEG (aka libjpeg) from version 8 through 9c, jdhuff.c has an out-of-bounds array read for certain table pointers.",7.1,HIGH,5.8,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2021-39514,An issue was discovered in libjpeg through 2020021. An uncaught floating point exception in the function ACLosslessScan::ParseMCU() located in aclosslessscan.cpp. It allows an attacker to cause Denial of Service.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2021-39515,An issue was discovered in libjpeg through 2020021. A NULL pointer dereference exists in the function SampleInterleavedLSScan::ParseMCU() located in sampleinterleavedlsscan.cpp. It allows an attacker to cause Denial of Service.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2021-39516,An issue was discovered in libjpeg through 2020021. A NULL pointer dereference exists in the function HuffmanDecoder::Get() located in huffmandecoder.hpp. It allows an attacker to cause Denial of Service.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2021-39517,An issue was discovered in libjpeg through 2020021. A NULL pointer dereference exists in the function BlockBitmapRequester::ReconstructUnsampled() located in blockbitmaprequester.cpp. It allows an attacker to cause Denial of Service.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2021-39518,An issue was discovered in libjpeg through 2020021. LineBuffer::FetchRegion() in linebuffer.cpp has a heap-based buffer overflow.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2021-39519,An issue was discovered in libjpeg through 2020021. A NULL pointer dereference exists in the function BlockBitmapRequester::PullQData() located in blockbitmaprequester.cpp It allows an attacker to cause Denial of Service.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2021-39520,An issue was discovered in libjpeg through 2020021. A NULL pointer dereference exists in the function BlockBitmapRequester::PushReconstructedData() located in blockbitmaprequester.cpp. It allows an attacker to cause Denial of Service.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libjpeg,8c,CVE-2021-37972,Out of bounds read in libjpeg-turbo in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,libjpeg-turbo,1.4.90,CVE-2018-14498,get_8bit_row in rdbmp.c in libjpeg-turbo through 1.5.90 and MozJPEG through 3.3.1 allows attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted 8-bit BMP in which one or more of the color indices is out of range for the number of palette entries.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,libjpeg-turbo,1.4.90,CVE-2020-17541,"Libjpeg-turbo all version have a stack-based buffer overflow in the ""transform"" component. A remote attacker can send a malformed jpeg file to the service and cause arbitrary code execution or denial of service of the target service.",8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,libjpeg-turbo,1.4.90,CVE-2021-37972,Out of bounds read in libjpeg-turbo in Google Chrome prior to 94.0.4606.54 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,libjpeg-turbo,1.4.90,CVE-2021-46822,The PPM reader in libjpeg-turbo through 2.0.90 mishandles use of tjLoadImage for loading a 16-bit binary PPM file into a grayscale buffer and loading a 16-bit binary PGM file into an RGB buffer. This is related to a heap-based buffer overflow in the get_word_rgb_row function in rdppm.c.,5.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,minidlna,v1_0_25,CVE-2013-2745,An SQL Injection vulnerability exists in MiniDLNA prior to 1.1.0,9.8,CRITICAL,7.5,
dlink_DIR-826LA1,minidlna,minidlna,v1_0_25,CVE-2022-26505,A DNS rebinding issue in ReadyMedia (formerly MiniDLNA) before 1.3.1 allows a remote web server to exfiltrate media files.,7.4,HIGH,4.3,
dlink_DIR-826LA1,minidlna,minidlna,v1_0_25,CVE-2024-51442,Command Injection in Minidlna version v1.3.3 and before allows an attacker to execute arbitrary OS commands via a specially crafted minidlna.conf configuration file.,8.8,HIGH,,
dlink_DIR-826LA1,minidlna,mozjpeg,v1.0,CVE-2018-14498,get_8bit_row in rdbmp.c in libjpeg-turbo through 1.5.90 and MozJPEG through 3.3.1 allows attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted 8-bit BMP in which one or more of the color indices is out of range for the number of palette entries.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2007-6609,Multiple stack-based buffer overflows in the CPLI_ReadTag_OGG function in CPI_PlaylistItem.c in CoolPlayer 217 and earlier allow user-assisted remote attackers to execute arbitrary code via a long (1) cTag or (2) cValue field in an OGG Vorbis file.,,,5.0,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2009-3378,"The oggplay_data_handle_theora_frame function in media/liboggplay/src/liboggplay/oggplay_data.c in liboggplay, as used in Mozilla Firefox 3.5.x before 3.5.4, attempts to reuse an earlier frame data structure upon encountering a decoding error for the first frame, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) or possibly execute arbitrary code via a crafted .ogg video file.",,,9.3,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2011-1196,The OGG container implementation in Google Chrome before 10.0.648.127 allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors that trigger an out-of-bounds write.,,,7.5,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2011-2992,"The Ogg reader in the browser engine in Mozilla Firefox 4.x through 5, SeaMonkey 2.x before 2.3, Thunderbird before 6, and possibly other products allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unspecified vectors.",,,10.0,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2011-3005,"Use-after-free vulnerability in Mozilla Firefox 4.x through 6, Thunderbird before 7.0, and SeaMonkey before 2.4 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via crafted OGG headers in a .ogg file.",,,9.3,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2011-3665,"Mozilla Firefox 4.x through 8.0, Thunderbird 5.0 through 8.0, and SeaMonkey before 2.6 allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via an Ogg VIDEO element that is not properly handled after scaling.",,,7.5,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2012-0444,"Mozilla Firefox before 3.6.26 and 4.x through 9.0, Thunderbird before 3.1.18 and 5.0 through 9.0, and SeaMonkey before 2.7 do not properly initialize nsChildView data structures, which allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via a crafted Ogg Vorbis file.",,,10.0,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2011-3095,The OGG container in Google Chrome before 19.0.1084.46 allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors that trigger an out-of-bounds write.,,,10.0,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2012-3377,Heap-based buffer overflow in the Ogg_DecodePacket function in the OGG demuxer (modules/demux/ogg.c) in VideoLAN VLC media player before 2.0.2 allows remote attackers to cause a denial of service (application crash) and possibly execute arbitrary code via a crafted OGG file.,,,6.8,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2012-1108,The parse function in ogg/xiphcomment.cpp in TagLib 1.7 and earlier allows remote attackers to cause a denial of service (crash) via a crafted vendorLength field in an ogg file.,,,4.3,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2012-2882,"FFmpeg, as used in Google Chrome before 22.0.1229.79, does not properly handle OGG containers, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors, related to a ""wild pointer"" issue.",,,6.8,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2019-13217,A heap buffer overflow in the start_decoder function in stb_vorbis through 2019-03-04 allows an attacker to cause a denial of service or execute arbitrary code by opening a crafted Ogg Vorbis file.,7.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2019-13218,Division by zero in the predict_point function in stb_vorbis through 2019-03-04 allows an attacker to cause a denial of service by opening a crafted Ogg Vorbis file.,5.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2019-13219,A NULL pointer dereference in the get_window function in stb_vorbis through 2019-03-04 allows an attacker to cause a denial of service by opening a crafted Ogg Vorbis file.,5.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2019-13220,Use of uninitialized stack variables in the start_decoder function in stb_vorbis through 2019-03-04 allows an attacker to cause a denial of service or disclose sensitive information by opening a crafted Ogg Vorbis file.,7.1,HIGH,5.8,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2019-13221,A stack buffer overflow in the compute_codewords function in stb_vorbis through 2019-03-04 allows an attacker to cause a denial of service or execute arbitrary code by opening a crafted Ogg Vorbis file.,7.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2019-13222,An out-of-bounds read of a global buffer in the draw_line function in stb_vorbis through 2019-03-04 allows an attacker to cause a denial of service or disclose sensitive information by opening a crafted Ogg Vorbis file.,7.1,HIGH,5.8,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2019-13223,A reachable assertion in the lookup1_values function in stb_vorbis through 2019-03-04 allows an attacker to cause a denial of service by opening a crafted Ogg Vorbis file.,5.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2020-20412,"lib/codebook.c in libvorbis before 1.3.6, as used in StepMania 5.0.12 and other products, has insufficient array bounds checking via a crafted OGG file. NOTE: this may overlap CVE-2018-5146.",6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,ogg,v1.2.1,CVE-2021-38382,Live555 through 1.08 does not handle Matroska and Ogg files properly. Sending two successive RTSP SETUP commands for the same track causes a Use-After-Free and daemon crash.,6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2007-0906,"Multiple buffer overflows in PHP before 5.2.1 allow attackers to cause a denial of service and possibly execute arbitrary code via unspecified vectors in the (1) session, (2) zip, (3) imap, and (4) sqlite extensions; (5) stream filters; and the (6) str_replace, (7) mail, (8) ibase_delete_user, (9) ibase_add_user, and (10) ibase_modify_user functions.  NOTE: vector 6 might actually be an integer overflow (CVE-2007-1885).  NOTE: as of 20070411, vector (3) might involve the imap_mail_compose function (CVE-2007-1825).",,,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2007-1887,"Buffer overflow in the sqlite_decode_binary function in the bundled sqlite library in PHP 4 before 4.4.5 and PHP 5 before 5.2.1 allows context-dependent attackers to execute arbitrary code via an empty value of the in parameter, as demonstrated by calling the sqlite_udf_decode_binary function with a 0x01 character.",,,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2010-1868,"The (1) sqlite_single_query and (2) sqlite_array_query functions in ext/sqlite/sqlite.c in PHP 5.2 through 5.2.13 and 5.3 through 5.3.2 allow context-dependent attackers to execute arbitrary code by calling these functions with an empty SQL query, which triggers access of uninitialized memory.",,,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2012-3365,The SQLite functionality in PHP before 5.3.15 allows remote attackers to bypass the open_basedir protection mechanism via unspecified vectors.,,,5.0,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2015-3414,"SQLite before 3.8.9 does not properly implement the dequoting of collation-sequence names, which allows context-dependent attackers to cause a denial of service (uninitialized memory access and application crash) or possibly have unspecified other impact via a crafted COLLATE clause, as demonstrated by COLLATE"""""""""""""""" at the end of a SELECT statement.",,,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2015-3415,"The sqlite3VdbeExec function in vdbe.c in SQLite before 3.8.9 does not properly implement comparison operators, which allows context-dependent attackers to cause a denial of service (invalid free operation) or possibly have unspecified other impact via a crafted CHECK clause, as demonstrated by CHECK(0&O>O) in a CREATE TABLE statement.",,,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2015-3416,"The sqlite3VXPrintf function in printf.c in SQLite before 3.8.9 does not properly handle precision and width values during floating-point conversions, which allows context-dependent attackers to cause a denial of service (integer overflow and stack-based buffer overflow) or possibly have unspecified other impact via large integers in a crafted printf function call in a SELECT statement.",,,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2015-3659,"The SQLite authorizer in the Storage functionality in WebKit in Apple Safari before 6.2.7, 7.x before 7.1.7, and 8.x before 8.0.7, as used in Apple iOS before 8.4 and other products, does not properly restrict access to SQL functions, which allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted web site.",,,6.8,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2015-3717,"Multiple buffer overflows in the printf functionality in SQLite, as used in Apple iOS before 8.4 and OS X before 10.10.4, allow remote attackers to execute arbitrary code or cause a denial of service (application crash) via unspecified vectors.",,,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2015-5895,"Multiple unspecified vulnerabilities in SQLite before 3.8.10.2, as used in Apple iOS before 9, have unknown impact and attack vectors.",,,10.0,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2015-6607,"SQLite before 3.8.9, as used in Android before 5.1.1 LMY48T, allows attackers to gain privileges via a crafted application, aka internal bug 20099586.",,,6.8,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2015-7036,"The fts3_tokenizer function in SQLite, as used in Apple iOS before 8.4 and OS X before 10.10.4, allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a SQL command that triggers an API call with a crafted pointer value in the second argument.",,,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2016-6153,"os_unix.c in SQLite before 3.13.0 improperly implements the temporary directory search algorithm, which might allow local users to obtain sensitive information, cause a denial of service (application crash), or have unspecified other impact by leveraging use of the current working directory for temporary files.",5.9,MEDIUM,4.6,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2017-2384,"An issue was discovered in certain Apple products. iOS before 10.3 is affected. The issue involves mishandling of deletion within the SQLite subsystem of the ""Safari"" component. It allows local users to identify the web-site visits that occurred in Private Browsing mode.",3.3,LOW,2.1,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2017-10989,"The getNodeSize function in ext/rtree/rtree.c in SQLite through 3.19.3, as used in GDAL and other products, mishandles undersized RTree blobs in a crafted database, leading to a heap-based buffer over-read or possibly unspecified other impact.",9.8,CRITICAL,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2018-8740,"In SQLite through 3.22.0, databases whose schema is corrupted using a CREATE TABLE AS statement could cause a NULL pointer dereference, related to build.c and prepare.c.",7.5,HIGH,5.0,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2016-10556,"sequelize is an Object-relational mapping, or a middleman to convert things from Postgres, MySQL, MariaDB, SQLite and Microsoft SQL Server into usable data for NodeJS In Postgres, SQLite, and Microsoft SQL Server there is an issue where arrays are treated as strings and improperly escaped. This causes potential SQL injection in sequelize 3.19.3 and earlier, where a malicious user could put `[""test"", ""'); DELETE TestTable WHERE Id = 1 --')""]` inside of ``` database.query('SELECT * FROM TestTable WHERE Name IN (:names)', { replacements: { names: directCopyOfUserInput } }); ``` and cause the SQL statement to become `SELECT Id FROM Table WHERE Name IN ('test', '\'); DELETE TestTable WHERE Id = 1 --')`. In Postgres, MSSQL, and SQLite, the backslash has no special meaning. This causes the the statement to delete whichever Id has a value of 1 in the TestTable table.",7.5,HIGH,5.0,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2016-10550,"sequelize is an Object-relational mapping, or a middleman to convert things from Postgres, MySQL, MariaDB, SQLite and Microsoft SQL Server into usable data for NodeJS If user input goes into the `limit` or `order` parameters, a malicious user can put in their own SQL statements. This affects sequelize 3.16.0 and earlier.",9.8,CRITICAL,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2018-6976,The VMware Content Locker for iOS prior to 4.14 contains a data protection vulnerability in the SQLite database. This vulnerability relates to unencrypted filenames and associated metadata in SQLite database for the Content Locker.,5.3,MEDIUM,5.0,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2018-20346,"SQLite before 3.25.3, when the FTS3 extension is enabled, encounters an integer overflow (and resultant buffer overflow) for FTS3 queries that occur after crafted changes to FTS3 shadow tables, allowing remote attackers to execute arbitrary code by leveraging the ability to run arbitrary SQL statements (such as in certain WebSQL use cases), aka Magellan.",8.1,HIGH,6.8,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2018-20505,"SQLite 3.25.2, when queries are run on a table with a malformed PRIMARY KEY, allows remote attackers to cause a denial of service (application crash) by leveraging the ability to run arbitrary SQL statements (such as in certain WebSQL use cases).",7.5,HIGH,5.0,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2018-20506,"SQLite before 3.25.3, when the FTS3 extension is enabled, encounters an integer overflow (and resultant buffer overflow) for FTS3 queries in a ""merge"" operation that occurs after crafted changes to FTS3 shadow tables, allowing remote attackers to execute arbitrary code by leveraging the ability to run arbitrary SQL statements (such as in certain WebSQL use cases). This is a different vulnerability than CVE-2018-20346.",8.1,HIGH,6.8,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2019-8457,SQLite3 from 3.6.0 to and including 3.27.2 is vulnerable to heap out-of-bound read in the rtreenode() function when handling invalid rtree tables.,9.8,CRITICAL,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2019-5827,Integer overflow in SQLite via WebSQL in Google Chrome prior to 74.0.3729.131 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2017-18416,cPanel before 67.9999.103 allows arbitrary file-overwrite operations during a Roundcube SQLite schema update (SEC-303).,5.5,MEDIUM,3.6,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2017-18432,"In cPanel before 64.0.21, Horde MySQL to SQLite conversion can leak a database password (SEC-234).",7.8,HIGH,2.1,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2016-10804,The SQLite journal feature in cPanel before 57.9999.54 allows arbitrary file-overwrite operations during Horde Restore (SEC-58).,8.1,HIGH,8.7,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2019-16168,"In SQLite through 3.29.0, whereLoopAddBtreeIndex in sqlite3.c can crash a browser or other application because of missing validation of a sqlite_stat1 sz field, aka a ""severe division by zero in the query planner.""",6.5,MEDIUM,4.3,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2019-19645,alter.c in SQLite through 3.30.1 allows attackers to trigger infinite recursion via certain types of self-referential views in conjunction with ALTER TABLE statements.,5.5,MEDIUM,2.1,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2019-19646,pragma.c in SQLite through 3.30.1 mishandles NOT NULL in an integrity_check PRAGMA command in certain cases of generated columns.,9.8,CRITICAL,7.5,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2019-13734,Out of bounds write in SQLite in Google Chrome prior to 79.0.3945.79 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,8.8,HIGH,6.8,
dlink_DIR-826LA1,minidlna,sqlite,version-3.7.7,CVE-2019-13750,Insufficient data validation in SQLite in Google Chrome prior to 79.0.3945.79 allowed a remote attacker to bypass defense-in-depth measures via a crafted HTML page.,6.5,MEDIUM,4.3,
